DLRT,PSIZ,REPL,SQLN,NGEN,MTHD,SENL,SEI1,SEI2,SEFP,SEFN,SERF
0.0000000002,1000,04,0,100,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,05,0,100,njst,100,97,97,0,0,0.000000
0.0000000002,1000,05,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,1000,05,0,100,split,100,97,97,0,0,0.000000
0.0000000002,1000,05,0,100,astral,100,97,97,0,0,0.000000
0.0000000002,1000,05,0,100,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,06,0,100,njst,100,97,97,0,0,0.000000
0.0000000002,1000,06,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,1000,06,0,100,split,100,97,97,0,0,0.000000
0.0000000002,1000,06,0,100,astral,100,97,97,0,0,0.000000
0.0000000002,1000,06,0,100,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,07,0,100,njst,100,97,97,0,0,0.000000
0.0000000002,1000,07,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,1000,07,0,100,split,100,97,97,0,0,0.000000
0.0000000002,1000,07,0,100,astral,100,97,97,0,0,0.000000
0.0000000002,1000,07,0,100,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,08,0,100,njst,100,97,97,0,0,0.000000
0.0000000002,1000,08,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,1000,08,0,100,split,100,97,97,0,0,0.000000
0.0000000002,1000,08,0,100,astral,100,97,97,0,0,0.000000
0.0000000002,1000,08,0,100,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,09,0,100,njst,100,97,97,0,0,0.000000
0.0000000002,1000,09,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,1000,09,0,100,split,100,97,97,0,0,0.000000
0.0000000002,1000,09,0,100,astral,100,97,97,0,0,0.000000
0.0000000002,1000,09,0,100,astrid,100,97,97,0,0,0.000000
0.0000000002,1000,10,0,100,njst,100,97,97,0,0,0.000000
0.0000000002,1000,10,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,1000,10,0,100,split,100,97,97,0,0,0.000000
0.0000000002,1000,10,0,100,astral,100,97,97,0,0,0.000000
0.0000000002,1000,10,0,100,astrid,100,97,97,0,0,0.000000
0.0000000002,50000000,01,0,100,njst,100,97,97,2,2,0.020619
0.0000000002,50000000,01,0,100,split-astrid,100,97,97,2,2,0.020619
0.0000000002,50000000,01,0,100,split,100,97,97,2,2,0.020619
0.0000000002,50000000,01,0,100,astral,100,97,97,2,2,0.020619
0.0000000002,50000000,01,0,100,astrid,100,97,97,1,1,0.010309
0.0000000002,50000000,02,0,100,njst,100,97,97,1,1,0.010309
0.0000000002,50000000,02,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,02,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,02,0,100,astral,100,97,97,2,2,0.020619
0.0000000002,50000000,02,0,100,astrid,100,97,97,2,2,0.020619
0.0000000002,50000000,03,0,100,njst,100,97,97,0,0,0.000000
0.0000000002,50000000,03,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,03,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,03,0,100,astral,100,97,97,0,0,0.000000
0.0000000002,50000000,03,0,100,astrid,100,97,97,0,0,0.000000
0.0000000002,50000000,04,0,100,njst,100,97,97,3,3,0.030928
0.0000000002,50000000,04,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,04,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,04,0,100,astral,100,97,97,3,3,0.030928
0.0000000002,50000000,04,0,100,astrid,100,97,97,3,3,0.030928
0.0000000002,50000000,05,0,100,njst,100,97,97,1,1,0.010309
0.0000000002,50000000,05,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,05,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,05,0,100,astral,100,97,97,1,1,0.010309
0.0000000002,50000000,05,0,100,astrid,100,97,97,1,1,0.010309
0.0000000002,50000000,06,0,100,njst,100,97,97,1,1,0.010309
0.0000000002,50000000,06,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,06,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,06,0,100,astral,100,97,97,1,1,0.010309
0.0000000002,50000000,06,0,100,astrid,100,97,97,1,1,0.010309
0.0000000002,50000000,07,0,100,njst,100,97,97,0,0,0.000000
0.0000000002,50000000,07,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,07,0,100,split,100,97,97,7,7,0.072165
0.0000000002,50000000,07,0,100,astral,100,97,97,0,0,0.000000
0.0000000002,50000000,07,0,100,astrid,100,97,97,0,0,0.000000
0.0000000002,50000000,08,0,100,njst,100,97,97,4,4,0.041237
0.0000000002,50000000,08,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,08,0,100,split,100,97,97,7,7,0.072165
0.0000000002,50000000,08,0,100,astral,100,97,97,6,6,0.061856
0.0000000002,50000000,08,0,100,astrid,100,97,97,3,3,0.030928
0.0000000002,50000000,09,0,100,njst,100,97,97,1,1,0.010309
0.0000000002,50000000,09,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,09,0,100,split,100,97,97,5,5,0.051546
0.0000000002,50000000,09,0,100,astral,100,97,97,3,3,0.030928
0.0000000002,50000000,09,0,100,astrid,100,97,97,1,1,0.010309
0.0000000002,50000000,10,0,100,njst,100,97,97,1,1,0.010309
0.0000000002,50000000,10,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,10,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000002,50000000,10,0,100,astral,100,97,97,3,3,0.030928
0.0000000002,50000000,10,0,100,astrid,100,97,97,1,1,0.010309
0.0000000005,1000,01,0,100,njst,100,97,97,0,0,0.000000
0.0000000005,1000,01,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,01,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,01,0,100,astral,100,97,97,0,0,0.000000
0.0000000005,1000,01,0,100,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,02,0,100,njst,100,97,97,0,0,0.000000
0.0000000005,1000,02,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,02,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,02,0,100,astral,100,97,97,1,1,0.010309
0.0000000005,1000,02,0,100,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,03,0,100,njst,100,97,97,0,0,0.000000
0.0000000005,1000,03,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,03,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,03,0,100,astral,100,97,97,0,0,0.000000
0.0000000005,1000,03,0,100,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,04,0,100,njst,100,97,97,0,0,0.000000
0.0000000005,1000,04,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,04,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,04,0,100,astral,100,97,97,0,0,0.000000
0.0000000005,1000,04,0,100,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,05,0,100,njst,100,97,97,0,0,0.000000
0.0000000005,1000,05,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,05,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,05,0,100,astral,100,97,97,1,1,0.010309
0.0000000005,1000,05,0,100,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,06,0,100,njst,100,97,97,0,0,0.000000
0.0000000005,1000,06,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,06,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,06,0,100,astral,100,97,97,1,1,0.010309
0.0000000005,1000,06,0,100,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,07,0,100,njst,100,97,97,0,0,0.000000
0.0000000005,1000,07,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,07,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,07,0,100,astral,100,97,97,0,0,0.000000
0.0000000005,1000,07,0,100,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,08,0,100,njst,100,97,97,0,0,0.000000
0.0000000005,1000,08,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,08,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,08,0,100,astral,100,97,97,1,1,0.010309
0.0000000005,1000,08,0,100,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,09,0,100,njst,100,97,97,0,0,0.000000
0.0000000005,1000,09,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,09,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,09,0,100,astral,100,97,97,1,1,0.010309
0.0000000005,1000,09,0,100,astrid,100,97,97,0,0,0.000000
0.0000000005,1000,10,0,100,njst,100,97,97,0,0,0.000000
0.0000000005,1000,10,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,1000,10,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,1000,10,0,100,astral,100,97,97,2,2,0.020619
0.0000000005,1000,10,0,100,astrid,100,97,97,0,0,0.000000
0.0000000005,50000000,01,0,100,njst,100,97,97,1,1,0.010309
0.0000000005,50000000,01,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,01,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,01,0,100,astral,100,97,97,2,2,0.020619
0.0000000005,50000000,01,0,100,astrid,100,97,97,1,1,0.010309
0.0000000005,50000000,02,0,100,njst,100,97,97,5,5,0.051546
0.0000000005,50000000,02,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,02,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,02,0,100,astral,100,97,97,7,7,0.072165
0.0000000005,50000000,02,0,100,astrid,100,97,97,4,4,0.041237
0.0000000005,50000000,03,0,100,njst,100,97,97,3,3,0.030928
0.0000000005,50000000,03,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,03,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,03,0,100,astral,100,97,97,10,10,0.103093
0.0000000005,50000000,03,0,100,astrid,100,97,97,5,5,0.051546
0.0000000005,50000000,04,0,100,njst,100,97,97,4,4,0.041237
0.0000000005,50000000,04,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,04,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,04,0,100,astral,100,97,97,6,6,0.061856
0.0000000005,50000000,04,0,100,astrid,100,97,97,4,4,0.041237
0.0000000005,50000000,05,0,100,njst,100,97,97,3,3,0.030928
0.0000000005,50000000,05,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,05,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,05,0,100,astral,100,97,97,4,4,0.041237
0.0000000005,50000000,05,0,100,astrid,100,97,97,4,4,0.041237
0.0000000005,50000000,06,0,100,njst,100,97,97,2,2,0.020619
0.0000000005,50000000,06,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,06,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,06,0,100,astral,100,97,97,8,8,0.082474
0.0000000005,50000000,06,0,100,astrid,100,97,97,1,1,0.010309
0.0000000005,50000000,07,0,100,njst,100,97,97,1,1,0.010309
0.0000000005,50000000,07,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,07,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,07,0,100,astral,100,97,97,4,4,0.041237
0.0000000005,50000000,07,0,100,astrid,100,97,97,0,0,0.000000
0.0000000005,50000000,08,0,100,njst,100,97,97,3,3,0.030928
0.0000000005,50000000,08,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,08,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,08,0,100,astral,100,97,97,4,4,0.041237
0.0000000005,50000000,08,0,100,astrid,100,97,97,3,3,0.030928
0.0000000005,50000000,09,0,100,njst,100,97,97,3,3,0.030928
0.0000000005,50000000,09,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,09,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,09,0,100,astral,100,97,97,4,4,0.041237
0.0000000005,50000000,09,0,100,astrid,100,97,97,4,4,0.041237
0.0000000005,50000000,10,0,100,njst,100,97,97,1,1,0.010309
0.0000000005,50000000,10,0,100,split-astrid,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,10,0,100,split,NA,NA,NA,NA,NA,NA
0.0000000005,50000000,10,0,100,astral,100,97,97,11,11,0.113402
0.0000000005,50000000,10,0,100,astrid,100,97,97,2,2,0.020619
0.0,1000,01,25,100,njst,100,97,97,7,7,0.072165
0.0,1000,01,25,100,split-astrid,100,97,97,4,4,0.041237
0.0,1000,01,25,100,split,100,97,97,3,3,0.030928
0.0,1000,01,25,100,astral,100,97,97,3,3,0.030928
0.0,1000,01,25,100,astrid,100,97,97,4,4,0.041237
0.0,1000,02,25,100,njst,100,97,97,8,8,0.082474
0.0,1000,02,25,100,split-astrid,100,97,97,8,8,0.082474
0.0,1000,02,25,100,split,100,97,97,8,8,0.082474
0.0,1000,02,25,100,astral,100,97,97,8,8,0.082474
0.0,1000,02,25,100,astrid,100,97,97,8,8,0.082474
0.0,1000,03,25,100,njst,100,97,97,8,8,0.082474
0.0,1000,03,25,100,split-astrid,100,97,97,8,8,0.082474
0.0,1000,03,25,100,split,100,97,97,6,6,0.061856
0.0,1000,03,25,100,astral,100,97,97,6,6,0.061856
0.0,1000,03,25,100,astrid,100,97,97,8,8,0.082474
0.0,1000,04,25,100,njst,100,97,97,5,5,0.051546
0.0,1000,04,25,100,split-astrid,100,97,97,4,4,0.041237
0.0,1000,04,25,100,split,100,97,97,5,5,0.051546
0.0,1000,04,25,100,astral,100,97,97,5,5,0.051546
0.0,1000,04,25,100,astrid,100,97,97,4,4,0.041237
0.0,1000,05,25,100,njst,100,97,97,6,6,0.061856
0.0,1000,05,25,100,split-astrid,100,97,97,4,4,0.041237
0.0,1000,05,25,100,split,100,97,97,10,10,0.103093
0.0,1000,05,25,100,astral,100,97,97,10,10,0.103093
0.0,1000,05,25,100,astrid,100,97,97,4,4,0.041237
0.0,1000,06,25,100,njst,100,97,97,5,5,0.051546
0.0,1000,06,25,100,split-astrid,100,97,97,4,4,0.041237
0.0,1000,06,25,100,split,100,97,97,6,6,0.061856
0.0,1000,06,25,100,astral,100,97,97,6,6,0.061856
0.0,1000,06,25,100,astrid,100,97,97,4,4,0.041237
0.0,1000,07,25,100,njst,100,97,97,6,6,0.061856
0.0,1000,07,25,100,split-astrid,100,97,97,5,5,0.051546
0.0,1000,07,25,100,split,100,97,97,6,6,0.061856
0.0,1000,07,25,100,astral,100,97,97,6,6,0.061856
0.0,1000,07,25,100,astrid,100,97,97,5,5,0.051546
0.0,1000,08,25,100,njst,100,97,97,6,6,0.061856
0.0,1000,08,25,100,split-astrid,100,97,97,5,5,0.051546
0.0,1000,08,25,100,split,100,97,97,9,9,0.092784
0.0,1000,08,25,100,astral,100,97,97,9,9,0.092784
0.0,1000,08,25,100,astrid,100,97,97,5,5,0.051546
0.0,1000,09,25,100,njst,100,97,97,17,17,0.175258
0.0,1000,09,25,100,split-astrid,100,97,97,15,15,0.154639
0.0,1000,09,25,100,split,100,97,97,13,13,0.134021
0.0,1000,09,25,100,astral,100,97,97,13,13,0.134021
0.0,1000,09,25,100,astrid,100,97,97,15,15,0.154639
0.0,1000,10,25,100,njst,100,97,97,11,11,0.113402
0.0,1000,10,25,100,split-astrid,100,97,97,11,11,0.113402
0.0,1000,10,25,100,split,100,97,97,12,12,0.123711
0.0,1000,10,25,100,astral,100,97,97,12,12,0.123711
0.0,1000,10,25,100,astrid,100,97,97,11,11,0.113402
0.0,50000000,01,25,100,njst,100,97,97,6,6,0.061856
0.0,50000000,01,25,100,split-astrid,100,97,97,4,4,0.041237
0.0,50000000,01,25,100,split,100,97,97,4,4,0.041237
0.0,50000000,01,25,100,astral,100,97,97,4,4,0.041237
0.0,50000000,01,25,100,astrid,100,97,97,4,4,0.041237
0.0,50000000,02,25,100,njst,100,97,97,11,11,0.113402
0.0,50000000,02,25,100,split-astrid,100,97,97,9,9,0.092784
0.0,50000000,02,25,100,split,100,97,97,9,9,0.092784
0.0,50000000,02,25,100,astral,100,97,97,9,9,0.092784
0.0,50000000,02,25,100,astrid,100,97,97,9,9,0.092784
0.0,50000000,03,25,100,njst,100,97,97,7,7,0.072165
0.0,50000000,03,25,100,split-astrid,100,97,97,8,8,0.082474
0.0,50000000,03,25,100,split,100,97,97,9,9,0.092784
0.0,50000000,03,25,100,astral,100,97,97,9,9,0.092784
0.0,50000000,03,25,100,astrid,100,97,97,8,8,0.082474
0.0,50000000,04,25,100,njst,100,97,97,9,9,0.092784
0.0,50000000,04,25,100,split-astrid,100,97,97,11,11,0.113402
0.0,50000000,04,25,100,split,100,97,97,9,9,0.092784
0.0,50000000,04,25,100,astral,100,97,97,9,9,0.092784
0.0,50000000,04,25,100,astrid,100,97,97,11,11,0.113402
0.0,50000000,05,25,100,njst,100,97,97,12,12,0.123711
0.0,50000000,05,25,100,split-astrid,100,97,97,10,10,0.103093
0.0,50000000,05,25,100,split,100,97,97,10,10,0.103093
0.0,50000000,05,25,100,astral,100,97,97,10,10,0.103093
0.0,50000000,05,25,100,astrid,100,97,97,10,10,0.103093
0.0,50000000,06,25,100,njst,100,97,97,13,13,0.134021
0.0,50000000,06,25,100,split-astrid,100,97,97,11,11,0.113402
0.0,50000000,06,25,100,split,100,97,97,10,10,0.103093
0.0,50000000,06,25,100,astral,100,97,97,9,9,0.092784
0.0,50000000,06,25,100,astrid,100,97,97,11,11,0.113402
0.0,50000000,07,25,100,njst,100,97,97,7,7,0.072165
0.0,50000000,07,25,100,split-astrid,100,97,97,7,7,0.072165
0.0,50000000,07,25,100,split,100,97,97,4,4,0.041237
0.0,50000000,07,25,100,astral,100,97,97,4,4,0.041237
0.0,50000000,07,25,100,astrid,100,97,97,7,7,0.072165
0.0,50000000,08,25,100,njst,100,97,97,9,9,0.092784
0.0,50000000,08,25,100,split-astrid,100,97,97,5,5,0.051546
0.0,50000000,08,25,100,split,100,97,97,7,7,0.072165
0.0,50000000,08,25,100,astral,100,97,97,7,7,0.072165
0.0,50000000,08,25,100,astrid,100,97,97,5,5,0.051546
0.0,50000000,09,25,100,njst,100,97,97,12,12,0.123711
0.0,50000000,09,25,100,split-astrid,100,97,97,10,10,0.103093
0.0,50000000,09,25,100,split,100,97,97,11,11,0.113402
0.0,50000000,09,25,100,astral,100,97,97,11,11,0.113402
0.0,50000000,09,25,100,astrid,100,97,97,10,10,0.103093
0.0,50000000,10,25,100,njst,100,97,97,7,7,0.072165
0.0,50000000,10,25,100,split-astrid,100,97,97,8,8,0.082474
0.0,50000000,10,25,100,split,100,97,97,10,10,0.103093
0.0,50000000,10,25,100,astral,100,97,97,10,10,0.103093
0.0,50000000,10,25,100,astrid,100,97,97,8,8,0.082474
0.0000000001,1000,01,25,100,njst,100,97,97,9,9,0.092784
0.0000000001,1000,01,25,100,split-astrid,100,97,97,22,22,0.226804
0.0000000001,1000,01,25,100,split,100,97,97,36,36,0.371134
0.0000000001,1000,01,25,100,astral,100,97,97,17,17,0.175258
0.0000000001,1000,01,25,100,astrid,100,97,97,7,7,0.072165
0.0000000001,1000,02,25,100,njst,100,97,97,7,7,0.072165
0.0000000001,1000,02,25,100,split-astrid,100,97,97,13,13,0.134021
0.0000000001,1000,02,25,100,split,100,97,97,15,15,0.154639
0.0000000001,1000,02,25,100,astral,100,97,97,17,17,0.175258
0.0000000001,1000,02,25,100,astrid,100,97,97,7,7,0.072165
0.0000000001,1000,03,25,100,njst,100,97,97,13,13,0.134021
0.0000000001,1000,03,25,100,split-astrid,100,97,97,12,12,0.123711
0.0000000001,1000,03,25,100,split,100,97,97,19,19,0.195876
0.0000000001,1000,03,25,100,astral,100,97,97,21,21,0.216495
0.0000000001,1000,03,25,100,astrid,100,97,97,14,14,0.144330
0.0000000001,1000,04,25,100,njst,100,97,97,12,12,0.123711
0.0000000001,1000,04,25,100,split-astrid,100,97,97,16,16,0.164948
0.0000000001,1000,04,25,100,split,100,97,97,25,25,0.257732
0.0000000001,1000,04,25,100,astral,100,97,97,16,16,0.164948
0.0000000001,1000,04,25,100,astrid,100,97,97,11,11,0.113402
0.0000000001,1000,05,25,100,njst,100,97,97,10,10,0.103093
0.0000000001,1000,05,25,100,split-astrid,100,97,97,15,15,0.154639
0.0000000001,1000,05,25,100,split,100,97,97,18,18,0.185567
0.0000000001,1000,05,25,100,astral,100,97,97,14,14,0.144330
0.0000000001,1000,05,25,100,astrid,100,97,97,8,8,0.082474
0.0000000001,1000,06,25,100,njst,100,97,97,8,8,0.082474
0.0000000001,1000,06,25,100,split-astrid,100,97,97,12,12,0.123711
0.0000000001,1000,06,25,100,split,100,97,97,17,17,0.175258
0.0000000001,1000,06,25,100,astral,100,97,97,18,18,0.185567
0.0000000001,1000,06,25,100,astrid,100,97,97,6,6,0.061856
0.0000000001,1000,07,25,100,njst,100,97,97,17,17,0.175258
0.0000000001,1000,07,25,100,split-astrid,100,97,97,30,30,0.309278
0.0000000001,1000,07,25,100,split,100,97,97,44,44,0.453608
0.0000000001,1000,07,25,100,astral,100,97,97,21,21,0.216495
0.0000000001,1000,07,25,100,astrid,100,97,97,15,15,0.154639
0.0000000001,1000,08,25,100,njst,100,97,97,10,10,0.103093
0.0000000001,1000,08,25,100,split-astrid,100,97,97,23,23,0.237113
0.0000000001,1000,08,25,100,split,100,97,97,20,20,0.206186
0.0000000001,1000,08,25,100,astral,100,97,97,14,14,0.144330
0.0000000001,1000,08,25,100,astrid,100,97,97,8,8,0.082474
0.0000000001,1000,09,25,100,njst,100,97,97,8,8,0.082474
0.0000000001,1000,09,25,100,split-astrid,100,97,97,15,15,0.154639
0.0000000001,1000,09,25,100,split,100,97,97,13,13,0.134021
0.0000000001,1000,09,25,100,astral,100,97,97,26,26,0.268041
0.0000000001,1000,09,25,100,astrid,100,97,97,7,7,0.072165
0.0000000001,1000,10,25,100,njst,100,97,97,13,13,0.134021
0.0000000001,1000,10,25,100,split-astrid,100,97,97,15,15,0.154639
0.0000000001,1000,10,25,100,split,100,97,97,21,21,0.216495
0.0000000001,1000,10,25,100,astral,100,97,97,17,17,0.175258
0.0000000001,1000,10,25,100,astrid,100,97,97,10,10,0.103093
0.0000000001,50000000,01,25,100,njst,100,97,97,6,6,0.061856
0.0000000001,50000000,01,25,100,split-astrid,100,97,97,16,16,0.164948
0.0000000001,50000000,01,25,100,split,100,97,97,13,13,0.134021
0.0000000001,50000000,01,25,100,astral,100,97,97,20,20,0.206186
0.0000000001,50000000,01,25,100,astrid,100,97,97,6,6,0.061856
0.0000000001,50000000,02,25,100,njst,100,97,97,11,11,0.113402
0.0000000001,50000000,02,25,100,split-astrid,100,97,97,26,26,0.268041
0.0000000001,50000000,02,25,100,split,100,97,97,33,33,0.340206
0.0000000001,50000000,02,25,100,astral,100,97,97,19,19,0.195876
0.0000000001,50000000,02,25,100,astrid,100,97,97,10,10,0.103093
0.0000000001,50000000,03,25,100,njst,100,97,97,11,11,0.113402
0.0000000001,50000000,03,25,100,split-astrid,100,97,97,15,15,0.154639
0.0000000001,50000000,03,25,100,split,100,97,97,17,17,0.175258
0.0000000001,50000000,03,25,100,astral,100,97,97,21,21,0.216495
0.0000000001,50000000,03,25,100,astrid,100,97,97,9,9,0.092784
0.0000000001,50000000,04,25,100,njst,100,97,97,9,9,0.092784
0.0000000001,50000000,04,25,100,split-astrid,100,97,97,14,14,0.144330
0.0000000001,50000000,04,25,100,split,100,97,97,18,18,0.185567
0.0000000001,50000000,04,25,100,astral,100,97,97,17,17,0.175258
0.0000000001,50000000,04,25,100,astrid,100,97,97,9,9,0.092784
0.0000000001,50000000,05,25,100,njst,100,97,97,3,3,0.030928
0.0000000001,50000000,05,25,100,split-astrid,100,97,97,22,22,0.226804
0.0000000001,50000000,05,25,100,split,100,97,97,38,38,0.391753
0.0000000001,50000000,05,25,100,astral,100,97,97,12,12,0.123711
0.0000000001,50000000,05,25,100,astrid,100,97,97,4,4,0.041237
0.0000000001,50000000,06,25,100,njst,100,97,97,10,10,0.103093
0.0000000001,50000000,06,25,100,split-astrid,100,97,97,44,44,0.453608
0.0000000001,50000000,06,25,100,split,100,97,97,55,55,0.567010
0.0000000001,50000000,06,25,100,astral,100,97,97,22,22,0.226804
0.0000000001,50000000,06,25,100,astrid,100,97,97,11,11,0.113402
0.0000000001,50000000,07,25,100,njst,100,97,97,11,11,0.113402
0.0000000001,50000000,07,25,100,split-astrid,100,97,97,16,16,0.164948
0.0000000001,50000000,07,25,100,split,100,97,97,20,20,0.206186
0.0000000001,50000000,07,25,100,astral,100,97,97,12,12,0.123711
0.0000000001,50000000,07,25,100,astrid,100,97,97,11,11,0.113402
0.0000000001,50000000,08,25,100,njst,100,97,97,9,9,0.092784
0.0000000001,50000000,08,25,100,split-astrid,100,97,97,19,19,0.195876
0.0000000001,50000000,08,25,100,split,100,97,97,31,31,0.319588
0.0000000001,50000000,08,25,100,astral,100,97,97,15,15,0.154639
0.0000000001,50000000,08,25,100,astrid,100,97,97,10,10,0.103093
0.0000000001,50000000,09,25,100,njst,100,97,97,8,8,0.082474
0.0000000001,50000000,09,25,100,split-astrid,100,97,97,18,18,0.185567
0.0000000001,50000000,09,25,100,split,100,97,97,29,29,0.298969
0.0000000001,50000000,09,25,100,astral,100,97,97,23,23,0.237113
0.0000000001,50000000,09,25,100,astrid,100,97,97,8,8,0.082474
0.0000000001,50000000,10,25,100,njst,100,97,97,13,13,0.134021
0.0000000001,50000000,10,25,100,split-astrid,100,97,97,30,30,0.309278
0.0000000001,50000000,10,25,100,split,100,97,97,47,47,0.484536
0.0000000001,50000000,10,25,100,astral,100,97,97,18,18,0.185567
0.0000000001,50000000,10,25,100,astrid,100,97,97,10,10,0.103093
0.0000000002,1000,01,25,100,njst,100,97,97,8,8,0.082474
